FREQ,FREQ_LABEL,REF_AREA,Country,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,PERIOD,PERIOD_LABEL,WELFARE_TYPE,WELFARE_TYPE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,Annual,ECU,Ecuador,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,7.869065,,,,,10.7704,,,,,,,,
A,Annual,ECU,Ecuador,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,9.539067,,,,,10.7256,,,,,,
A,Annual,ECU,Ecuador,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,10.31009,,,,,11.17466,,,,,
A,Annual,ECU,Ecuador,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,10.7704,,,,,10.67848,,,
A,Annual,EGY,"Egypt, Arab Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_21,Period: 2015-2019,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,5.805873,,,,5.422779,,,
A,Annual,EGY,"Egypt, Arab Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_22,Period: 2012-2015,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,5.58704,,,5.805873,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_39,Period: 2010-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,5.341406,,5.58704,,,,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,5.58704,,,,,5.065631,,,,,
A,Annual,ESP,Spain,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,38.39911,,,,,35.88677,,,,,,,
A,Annual,ESP,Spain,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,35.88677,,,,,40.18435,,
A,Annual,ESP,Spain,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,34.81484,,,,,37.80572,,,,
A,Annual,ESP,Spain,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_40,Period: 2008-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,41.32829,,,,,,34.96352,,,,,,,,
A,Annual,ESP,Spain,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,40.44211,,,,,35.7835,,,,,,,,,,
A,Annual,ESP,Spain,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,35.7835,,,,,37.98055,,,,,
A,Annual,ESP,Spain,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,34.96352,,,,,40.22426,,,
A,Annual,EST,Estonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,20.05659,,,,,26.58752,,,,,,,
A,Annual,EST,Estonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,26.58752,,,,,35.98755,,
A,Annual,EST,Estonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_17,Period: 2005-2010,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,15.90489,,,,,20.05659,,,,,,,,,,,,
A,Annual,EST,Estonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,22.26663,,,,,33.15284,,,,
A,Annual,EST,Estonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,21.58385,,,,,21.20708,,,,,,,,,,
A,Annual,EST,Estonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,21.15197,,,,,24.30735,,,,,,,,
A,Annual,EST,Estonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,21.20708,,,,,31.16376,,,,,
A,Annual,EST,Estonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,24.30735,,,,,34.56289,,,
A,Annual,ETH,Ethiopia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,2.760411,,,,,3.061885,,,,,,,
A,Annual,ETH,Ethiopia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_41,Period: 2004-2010,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,2.634626,,,,,,2.760411,,,,,,,,,,,,
A,Annual,FIN,Finland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,47.38056,,,,,48.04637,,,,,,,
A,Annual,FIN,Finland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,48.04637,,,,,51.20899,,
A,Annual,FIN,Finland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,47.89649,,,,,50.38814,,,,
A,Annual,FIN,Finland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,44.85182,,,,,47.98162,,,,,,,,,,
A,Annual,FIN,Finland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,46.94671,,,,,47.83317,,,,,,,,
A,Annual,FIN,Finland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,47.98162,,,,,49.61621,,,,,
A,Annual,FIN,Finland,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,47.83317,,,,,51.2622,,,
A,Annual,FJI,Fiji,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_12,Period: 2008-2013,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,7.815553,,,,,8.090504,,,,,,,,,
A,Annual,FRA,France,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,47.33734,,,,,49.04773,,,,,,,
A,Annual,FRA,France,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,49.04773,,,,,50.04979,,
A,Annual,FRA,France,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,47.39606,,,,,49.58171,,,,
A,Annual,FRA,France,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,46.386,,,,,47.49149,,,,,,,,,,
A,Annual,FRA,France,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,48.14664,,,,,48.5381,,,,,,,,
A,Annual,FRA,France,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,47.49149,,,,,49.41706,,,,,
A,Annual,GBR,United Kingdom,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,42.9632,,,,,44.42534,,,,,,,
A,Annual,GBR,United Kingdom,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,44.42534,,,,,46.31554,,
A,Annual,GBR,United Kingdom,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,43.69026,,,,,42.17668,,,,,,,,,,
A,Annual,GBR,United Kingdom,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,43.09303,,,,,43.87049,,,,,,,,
A,Annual,GBR,United Kingdom,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,42.44035,,,,,45.21406,,,,,,
A,Annual,GBR,United Kingdom,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,42.17668,,,,,45.37965,,,,,
A,Annual,GEO,Georgia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_11,Period: 2016-2021,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,6.239344,,,,,6.343376,
A,Annual,GEO,Georgia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_12,Period: 2008-2013,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,4.82669,,,,,5.731477,,,,,,,,,
A,Annual,GEO,Georgia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,6.182295,,,,,6.031012,,
A,Annual,GEO,Georgia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,5.731477,,,,,6.437006,,,,
A,Annual,GEO,Georgia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,4.477868,,,,,5.297253,,,,,,,,,,
A,Annual,GEO,Georgia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,4.76619,,,,,6.118881,,,,,,,,
A,Annual,GEO,Georgia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,4.870391,,,,,6.239344,,,,,,
A,Annual,GEO,Georgia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,5.297253,,,,,6.393579,,,,,
A,Annual,GEO,Georgia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,6.118881,,,,,6.429443,,,
A,Annual,GHA,Ghana,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_42,Period: 2012-2016,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,3.526679,,,,3.737927,,,,,,
A,Annual,GIN,Guinea,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,2.224181,,,,,3.139889,,,,,,,,,,
A,Annual,GMB,"Gambia, The",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,3.723306,,,,,3.952387,,,,,,,
A,Annual,GMB,"Gambia, The",WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,3.952387,,,,,3.819652,,
A,Annual,GRC,Greece,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,30.41633,,,,,21.04344,,,,,,,
A,Annual,GRC,Greece,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,21.04344,,,,,24.68003,,
A,Annual,GRC,Greece,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,20.83451,,,,,22.85393,,,,
A,Annual,GRC,Greece,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,33.89547,,,,,22.05687,,,,,,,,,,
A,Annual,GRC,Greece,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,35.16941,,,,,20.71992,,,,,,,,
A,Annual,GRC,Greece,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,22.05687,,,,,22.02899,,,,,
A,Annual,GRC,Greece,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,20.71992,,,,,24.5261,,,
A,Annual,HND,Honduras,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,6.622419,,,,,6.377023,,,,,,,
A,Annual,HND,Honduras,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,6.192532,,,,,6.685338,,,,
A,Annual,HND,Honduras,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_4,Period: 2006-2011,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,5.707771,,,,,6.632304,,,,,,,,,,,
A,Annual,HND,Honduras,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,6.164233,,,,,5.79868,,,,,,,,,,
A,Annual,HND,Honduras,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,7.132193,,,,,6.349107,,,,,,,,
A,Annual,HND,Honduras,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,6.632304,,,,,6.773336,,,,,,
A,Annual,HND,Honduras,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,5.79868,,,,,6.678094,,,,,
A,Annual,HND,Honduras,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,6.349107,,,,,6.927712,,,
A,Annual,HRV,Croatia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,19.43167,,,,,20.04534,,,,,,,
A,Annual,HRV,Croatia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,20.04534,,,,,26.99779,,
A,Annual,HRV,Croatia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,17.84971,,,,,24.30587,,,,
A,Annual,HRV,Croatia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_41,Period: 2004-2010,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,27.84508,,,,,,23.48425,,,,,,,,,,,,
A,Annual,HRV,Croatia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_43,Period: 2009-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,21.05251,,,17.73136,,,,,,,,,,
